ObjCoeff,Dual,y_lp_sum,RC,ylp,yint
1047,-1117.36,1,-1110.57,1,1
862,-1975.62,1,-979.712,1,1
2053,-40.2766,1,0,1,1
1601,-2435.3,0.000112235,0,3.28E-05,0
1458,-2106.99,0.999999,-76.3378,1,0
1827,-1761.25,8.06E-05,0,5.69E-05,1
719,-514.932,0.733824,0,0.735072,1
20522,-4564.32,0.276641,0,0.276414,1
8620,-6926.59,0.766708,0,0.766136,1
15597,-11998.2,0.862745,0,0.863658,0
10672,-6758.78,0.355386,0,0.354784,0
18059,-10751.6,1.06E-21,0,0,0
2463,-2292.94,0.800853,0,0.798915,0
18470,-14693.3,1.06E-21,0,0,0
14160,-11233.1,1.06E-21,0,0,0
12929,-8453.6,1,-2188.68,1,1
4310,-8226.88,1,-6715.29,1,1
9440,-8667.17,1.06E-21,0,0,0
19291,-13757.6,0.859147,0,0.859714,1
20522,-3.35938,1,0,1,1
20317,-12911.4,1.06E-21,0,0,0
17033,-17073.5,0.00628003,0,0.00671934,0
18059,-16480,1.06E-21,4204.8,0,0
19496,-20647.5,0.645544,0,0.642806,1
12929,-22364.6,5.58E-05,0,0,0
19906,-5321.47,0.137237,0,0.136342,0
20522,-20506.8,0.999926,0,0.999945,1
20317,-24511.8,0.889582,0,0.890091,0
9235,-10236.8,0.795465,0,0.795259,1
13339,-4716.85,1.06E-21,0,0,0
3694,-3895.05,0.0343174,0,0.0360209,0
20522,-24162.1,0.999983,-140.524,1,1
19906,-11177.8,0.0882663,0,0.0886261,0
16418,-14688.8,1.11E-05,0,0,0
10672,-6626.53,0.0722872,0,0.0712508,1
13545,-11120.6,0.000295944,0,0.000250919,0
6567,-6019.89,0.35336,0,0.353956,1
20522,-13550.8,0.307991,0,0.308471,1
3284,-4252.18,0.00335489,0,0.00395314,0
10056,-9833.62,0.999135,0,0.999422,1
8825,-14532.4,1,-3679.68,1,1
2463,-7709.62,1,-5220,1,1
20522,-3590.7,0.644614,0,0.645216,1
6773,-5360.83,0.507917,0,0.507913,0
17239,-22476.7,1.06E-21,0,0,0
6362,-2107.58,1.06E-21,0,0,0
2668,-7704.95,1,-7124.46,1,1
2463,-1453.36,1,-987.426,1,1
20522,-1.77923,1,0,1,1
16828,-9712.35,8.81E-19,0,0,0
19906,-14276,0.588428,0,0.588,0
10877,-10648.2,0.692958,0,0.69465,0
9851,-6497.25,0.0373309,0,0.0370466,0
5952,-3780.73,0.874451,0,0.869739,1
20522,-12134.1,0.270574,0,0.270262,1
14981,-10756.5,0.466833,0,0.470901,0
14160,-4820.75,0.355386,0,0.354784,0
14776,-5735.22,1.06E-21,0,0,0
17444,-10965.5,0.37404,0,0.374953,0
18470,-18568.1,1,-4788.54,1,1
20522,-1578.24,0.962669,0,0.962953,1
14160,-17282.8,1,-1700.99,1,0
13545,-10566.6,0.0373309,0,0.0370466,1
11903,-6439.94,0.0373309,0,0.0370466,0
3489,-11643,1,-9119.29,1,1
19086,-16475.3,0.0749077,0,0.0743265,0
13339,-5963.08,0.0373309,0,0.0370466,0
20522,-20890,0.625581,0,0.625703,1
17444,-17477.3,0.781037,0,0.779935,1
10877,-11687.6,0.94911,0,0.947424,0
20522,-20147.1,0.423645,0,0.42359,1
12929,-15588,1,-3676.23,1,1
14981,-15950.1,1.06E-21,557.267,0,0
11493,-12516.5,1,-10294.9,1,1
20522,-15429.7,0.374241,0,0.374953,1
2668,-2078.58,1,-728.215,1,1
3079,-19286.1,1,-12650.5,1,1
15802,-14311.7,0.102712,0,0.10186,0
16418,-9438.62,1.06E-21,0,0,0
17444,-9273.08,1.40E-19,0,0,0
8414,-9302.68,1,-3378.23,1,1
3284,-5957.01,1,-3792.43,1,1
20522,-5938.87,0.895274,0,0.895163,1
17239,-16710.3,0.0828722,0,0.0821836,0
19291,-8329.18,0.104726,0,0.104837,0
6362,-16943,1,-9246.21,1,1
20522,-17771.6,0.274029,0,0.274301,0
7799,-7364.2,1,-3730.19,1,1
3900,-15934.8,1,-20071.9,1,1
16418,-10284.2,0.515082,0,0.515913,1
14776,-8490.37,1.06E-21,5374.78,0,0
11698,-6603.92,0.300069,0,0.300169,1
3694,-15655.3,1,-13969.1,1,1
20522,-4933.18,0.595205,0,0.594994,1
5952,-6178.05,0.602276,0,0.598396,1
17649,-17427.2,0.00272521,0,0.00272833,0
3284,-2673.75,0.729666,0,0.730435,1
18675,-13261.2,0.899204,0,0.898088,1
13545,-7073.39,0.402069,0,0.402278,1.56E-13
20522,-3651.46,0.862763,0,0.863658,1
11698,-7212.11,0.362242,0,0.36233,1
11903,-9961.63,0.999999,-461.185,1,1
11698,-10202.4,1,-87.5911,1,0
11493,-16332.8,0.570339,0,0.570247,0
18675,-10677.9,1.06E-21,0,0,0
10877,-22872.6,1,-11021.6,1,1
18675,-7913.8,0.355386,0,0.354784,0
11082,-5718.94,0.104726,0,0.104837,0
20522,-15480.4,0.895274,0,0.895163,1
11698,-7772.45,1,-1270.16,1,1
19701,-11464,0.104726,0,0.104837,0
3284,-1607.02,0.498749,0,0.499979,0
20522,-22987.8,0.20675,0,0.206685,1
12519,-20396.6,1,-9271.79,1,1
6157,-7932.36,1,-3119.97,1,1
5541,-18804.3,1,-13871.1,1,1
18675,-19827,1.06E-21,0,0,0
20522,-19226,0.20675,0,0.206685,1
7183,-8696.38,1,-2836.11,1,1
9851,-5845.35,0.793255,0,0.793324,0
10466,-9647.09,0.766895,0,0.766281,1
8620,-6723.15,0.0937774,0,0.0953334,0
20522,-1554.38,1,0,1,1
16007,-15752,1.21E-18,0,0,0
14571,-11914,0.00434742,0,0.00642751,0
18265,-19506.2,8.63E-12,0,0,0
7183,-5561.4,0.422121,0,0.423365,1
20522,-21703.4,0.294948,0,0.295172,1
8620,-13084.2,0.645268,0,0.644131,0
15597,-17802.1,0.997874,0,0.999452,1
10672,-12860.4,0.505716,0,0.506467,1
18059,-13224.4,3.31E-23,0,0,0
2463,-2796.96,0.949803,0,0.948086,0
18470,-18055.4,1.19E-13,0,0,0
14160,-11566.4,3.58E-14,0,0,0
12929,-24872.2,1,-5169.31,1,1
4310,-12206.7,1,-6926.48,1,1
9440,-7562.47,3.31E-23,0,0,0
19291,-28840.5,0.999979,-986.721,1,1
20522,-2.44E-05,1,0,1,1
20317,-22570.6,0.0763401,0,0.0765662,0
17033,-19074.3,6.76E-06,0,0,0
18059,-17331.4,0.118899,0,0.119344,0
19496,-24575.9,0.854247,0,0.855032,0
12929,-8827.48,2.03E-05,0,0,0
19906,-11052.5,0.00207149,0,0.00046538,0
20522,-19186.2,0.999981,0,1,1
20317,-27173.9,0.999959,-104.274,0.999941,1
9235,-15540.4,0.702343,0,0.702848,1
13339,-8475.96,3.31E-23,0,0,0
3694,-5338.27,0.00310991,0,0.00202265,0
20522,-22904.6,0.999993,-1916.66,1,1
19906,-26244.8,0.0425586,0,0.0427777,0
16418,-11811.1,0.000109779,0,0.000140987,0
10672,-10533.3,0.0189448,0,0.018574,0
13545,-21475.3,0.000161157,0,0,0
6567,-12654.5,0.356339,0,0.356478,0
20522,-26286.9,0.444158,0,0.44437,1
3284,-3065.98,0.2975,0,0.294318,0
10056,-13733.8,0.972113,0,0.972164,1
8825,-8098.11,1,-2112.33,1,1
2463,-11219.5,1,-2211.93,1,1
20522,-5147.15,0.654664,0,0.654941,1
6773,-7758.65,0.40528,0,0.404575,0
17239,-14835.6,3.31E-23,0,0,0
6362,-2614.37,3.31E-23,0,0,0
2668,-13107.7,1,-8911.07,1,1
2463,-5257.45,1,-1734.77,1,1
20522,-8613.9,0.654664,0,0.654941,1
16828,-9549.43,0.345336,0,0.345059,0
19906,-15999.8,0.467113,0,0.466767,0
10877,-6530.09,0.713196,0,0.714157,0
9851,-10593.7,0.345336,0,0.345059,0
5952,-2862.07,0.585863,0,0.586836,1
20522,-28703.2,0.526074,0,0.527083,1
14981,-11249.7,0.245016,0,0.244475,0
14160,-5254.68,0.379211,0,0.378907,0
14776,-5063.96,3.31E-23,0,0,0
17444,-16996.9,0.0763401,0,0.0765662,0
18470,-10274,1,-3403.53,1,1
20522,-368.129,0.881101,0,0.880656,1
14160,-5294.29,1,-918.577,1,1
13545,-7517.16,0.118899,0,0.119344,0
11903,-3670.44,0.118899,0,0.119344,0
3489,-5815.92,1,-8848.6,1,1
19086,-3293.73,0.345336,0,0.345059,0
13339,-7434.88,0.118899,0,0.119344,0
20522,-18054,0.645922,0,0.64573,1
17444,-10339.6,0.49,0,0.489235,0
10877,-10188,0.993799,0,0.994945,0
20522,-18379.7,0.414039,0,0.413799,1
12929,-6071.68,1,-4336.56,1,1
14981,-10616.3,0.091849,0,0.0922741,0
11493,-19088.4,1,-11245.1,1,1
20522,-16546.6,0.413988,0,0.413889,1
2668,-731.726,0.963821,0,0.964329,1
3079,-4090.31,1,-13604.3,1,1
15802,-7578.42,0.0421889,0,0.0425839,0
16418,-12755.5,3.31E-23,0,0,0
17444,-3167.87,0.354536,0,0.356154,0
8414,-5881.54,1,-4163.76,1,1
3284,-4896.73,1,-4000.85,1,1
20522,-2072.06,0.939294,0,0.939593,1
17239,-4421.26,0.000281306,0,0,0
19291,-9404.3,0.0607062,0,0.0604067,0
6362,-3217.16,1,-10312.1,1,1
20522,-5970.67,0.278356,0,0.27848,1
7799,-11835.3,1,-3859.74,1,1
3900,-15348.8,1,-22051.8,1,1
16418,-5469.34,0.589987,0,0.589633,1
14776,-6571.9,0.0781337,0,0.0779423,0
11698,-664.188,0.643511,0,0.643578,0
3694,-10448.5,1,-13955.5,1,1
20522,-237.645,0.908151,0,0.907726,1
5952,-3128.47,0.583314,0,0.584307,1
17649,-6408.77,0.091849,0,0.0922741,0
3284,-7570.55,0.697371,0,0.69675,1
18675,-15283.7,1,-1043.72,1,1
13545,-7449.68,0.091849,0,0.0922741,0
20522,-2737.21,0.643392,0,0.643381,1
11698,-11552.9,0.566318,0,0.567317,1
11903,-17429.8,1,-7135.05,1,1
11698,-12446.2,1,-651.59,1,0
11493,-18915.1,0.686205,0,0.68629,1
18675,-7263.53,3.31E-23,0,0,0
10877,-20009.8,1,-8991.08,1,1
18675,-9889.67,0.345336,0,0.345059,0
11082,-8107.84,0.0607062,0,0.0604067,0
20522,-13277.8,0.939294,0,0.939593,1
11698,-16057.4,1,-2506.8,1,1
19701,-17465.9,0.0607062,0,0.0604067,0
3284,-10781,0.550235,0,0.550402,0
20522,-13359.8,0.23861,0,0.238463,1
12519,-23496.8,1,-9396.88,1,1
6157,-11489.4,1,-3236.84,1,1
5541,-16981,1,-12011.4,1,1
18675,-10912.4,4.00E-18,0,0,0
20522,-19709.7,0.219269,0,0.219229,1
7183,-22465.9,1,-5491.32,1,1
9851,-15632.8,0.780679,0,0.780759,0
10466,-12242.6,0.645229,0,0.644139,0
8620,-8615.9,0.235882,0,0.23457,0
20522,-211.304,1,0,1,1
16007,-14328,2.64E-17,0,0,0
14571,-16204.9,0.0408954,0,0.0408323,0
18265,-23223.5,4.21E-19,0,0,0
7183,-8540.68,0.494404,0,0.493641,0
20522,-3159.27,0.298992,0,0.299305,1
8620,-7311.93,0.491621,0,0.491373,0
15597,-13171.3,0.687113,0,0.688592,1
10672,-10888,0.365425,0,0.366298,1
18059,-13501.2,2.07E-24,0,0,0
2463,-2011.79,0.714497,0,0.710305,0
18470,-12018,2.07E-24,0,0,0
14160,-11104.4,6.63E-22,0,0,1
12929,-19935.1,1,-2584.7,1,1
4310,-8936.34,1,-7409.99,1,1
9440,-5584,2.07E-24,0,0,0
19291,-25459.3,0.999992,-189.688,1,0
20522,1.06E-226,1,0,1,1
20317,-20998.5,5.47E-22,0,0,0
17033,-18823.9,1.52E-10,0,0,0
18059,-13247.8,2.07E-24,0,0,0
19496,-24906.1,0.540265,0,0.541821,0
12929,-13282.7,0.00017455,0,0.000282048,0
19906,-7117.18,0.00166559,0,0.000669236,0
20522,-21859.9,0.999841,0,0.999807,1
20317,-27485.8,0.99999,-854.634,1,1
9235,-9046.92,0.861501,0,0.862186,1
13339,-8105.39,2.07E-24,0,0,0
3694,-1486.44,0.00996531,0,0.00748475,0
20522,-8617.54,0.999995,-567.171,1,1
19906,-23123.9,0.00116574,0,0.000483891,0
16418,-13902.9,2.07E-24,0,0,0
10672,-11998.7,0.00588497,0,0.00473768,0
13545,-13186.3,0.00594132,0,0.00488078,0
6567,-5613.66,0.477085,0,0.476778,1
20522,-14635,0.407342,0,0.407999,1
3284,-2895.62,0.00492418,0,0.00229544,0
10056,-8619.55,0.886178,0,0.887574,1
8825,-5610.04,0.973752,0,0.972462,1
2463,-4195.59,1,-2572.38,1,1
20522,-1246.84,0.634575,0,0.633702,1
6773,-6284.01,0.490703,0,0.489216,0
17239,-20765.1,2.07E-24,0,0,0
6362,-1520.95,2.07E-24,0,0,0
2668,-8425.41,1,-7405.87,1,1
2463,-6991.38,1,-1676.51,1,1
20522,-26.0599,1,-12.3781,1,1
16828,-16551.8,5.11E-20,0,0,0
19906,-26957.8,0.42026,0,0.418858,0
10877,-15934.1,0.767391,0,0.770948,1
9851,-6801.83,3.66E-05,0,2.40E-05,0
5952,-9288.72,0.881831,0,0.882154,0
20522,-18339,0.491584,0,0.491581,1
14981,-18502.1,0.120691,0,0.123136,1
14160,-4263.12,0.365425,0,0.366298,0
14776,-8934.75,2.07E-24,0,0,0
17444,-22780.5,0.142991,0,0.142121,0
18470,-30744.7,1,-3439.39,1,1
20522,-784.603,0.999963,0,0.999976,1
14160,-20511.9,1,-890.291,1,1
13545,-18346.1,0.00076003,0,0,0
11903,-8391.79,3.66E-05,0,2.40E-05,0
3489,-16541.6,1,-8377.41,1,1
19086,-25024.2,0.000142536,0,9.35E-05,0
13339,-8828.98,3.66E-05,0,2.40E-05,0
20522,-29229.9,0.590036,0,0.591113,1
17444,-24229,0.809338,0,0.808047,0
10877,-15565.7,0.902799,0,0.902768,0
20522,-54424.6,0.451172,0,0.45134,1
12929,-22589.4,1,-1085.13,1,1
14981,-13732.5,2.07E-24,4155.18,0,0
11493,-20154.4,1,-8489.52,1,1
20522,-28211.6,0.327294,0,0.327127,1
2668,-3929.17,1,-656.462,1,1
3079,-18122.2,1,-10315.8,1,1
15802,-17279.8,0.0394587,0,0.0422281,0
16418,-12157.9,2.07E-24,0,0,0
17444,-8924.31,0.534969,0,0.535617,0
8414,-10289.8,1,-1651.24,1,1
3284,-6773.3,1,-3144.66,1,1
20522,-2877.23,0.801156,0,0.801195,1
17239,-13882.4,0.198844,0,0.198805,0
19291,-12876.1,8.15E-24,0,0,0
6362,-15129.9,1,-5275.84,1,1
20522,-6679.41,0.311599,0,0.311402,1
7799,-9337.77,1,-2300.14,1,1
3900,-22925.7,1,-17339,1,1
16418,-13341.7,0.688401,0,0.688598,1
14776,-9539.78,3.20E-18,0,0,0
11698,-4442.94,0.688401,0,0.688598,0
3694,-13435.8,1,-10499.3,1,1
20522,-18312.2,0.600352,0,0.600284,1
5952,-7087.88,1,-209.355,1,0
17649,-8363.59,2.08E-24,0,0,0
3284,-591.093,0.814451,0,0.818309,1
18675,-14253.4,0.540319,0,0.541913,1
13545,-6596.9,0.399648,0,0.399716,0
20522,-12576.6,0.463365,0,0.463714,1
11698,-11956.7,0.687354,0,0.685109,1
11903,-10778.9,1,-936.815,1,1
11698,-11719.2,0.486187,0,0.478101,1
11493,-11125.8,0.70961,0,0.709464,1
18675,-13024.1,2.07E-24,0,0,0
10877,-17971.9,1,-7444.23,1,1
18675,-11118.6,0.365425,0,0.366298,0
11082,-6011.68,0.198844,0,0.198805,0
20522,-20209,0.593248,0,0.592796,1
11698,-15068.3,1,-2440.26,1,1
19701,-12399.6,0.198844,0,0.198805,0
3284,-1276.3,0.574787,0,0.575535,1
20522,-12058.6,0.198884,0,0.1988,0
12519,-18047.5,1,-6683.36,1,1
6157,-8670.78,1,-2269.08,1,1
5541,-13354,1,-9916.43,1,1
18675,-13883.4,2.07E-24,0,0,0
20522,-13097.8,0.198917,0,0.1988,0
7183,-6202,1,-1786.09,1,1
9851,-10109.7,0.800874,0,0.800801,1
10466,-8631.98,0.491857,0,0.491653,0
8620,-8498.83,0.178742,0,0.178829,1
20522,-803.05,1,0,1,1
16007,-12420.2,4.70E-20,0,0,0
14571,-18128.9,0.367246,0,0.364957,0
18265,-18833.2,8.22E-08,0,0,0
7183,-7708.44,0.303899,0,0.299666,1
51144,-27068.1,1.27E-31,0,0,0
12275,-11680.7,0.61213,0,0.612248,1
47564,-40933.9,0.288597,0,0.288399,0
42961,-39538.4,1.39E-30,0,0,0
22504,-25082.5,0.24933,0,0.249327,0
51144,-25756.8,1.93E-33,0,0,0
17389,-13584.9,0.323396,0,0.323403,1
13298,-13015.5,3.05E-05,0,0,0
46030,-40383.2,0.127441,0,0.127755,0
33755,-32225.4,0.17946,0,0.180438,0
45518,-52657,0.0434975,0,0.0427711,0
18412,-14216.2,0.305042,0,0.304893,1
12786,-5041.72,0.842981,0,0.842619,1
51144,-65210.3,0.148396,0,0.148495,0
25572,-36842.3,0.458016,0,0.457381,1
46030,-51970.6,0.00192596,0,0.00220741,0
49610,-58915.4,1.93E-33,0,0,0
7672,-30339.8,1,-5397.26,1,1
51144,-13956.1,1.93E-33,0,0,0
21481,-21060.5,0.453465,0,0.453388,1
22504,-16445.9,0.188211,0,0.187111,1
49610,-14180.3,1.93E-33,0,0,0
16878,-13927.4,0.128043,0,0.128877,0
25572,-5767.03,0.552108,0,0.551765,0
51144,-46699.9,0.323744,0,0.323906,1
45007,-131957,2.04E-07,0,0,0
30175,-36779.3,6.35E-06,0,0,0
9206,-29263,1,-3121.93,1,1
25061,-23356.2,1.26E-25,0,0,0
47564,-35306.8,1.27E-05,0,0,0
6649,-36567.6,1,-20142.6,1,1
51144,-82457,3.39E-11,0,0,0
15855,-14419.5,0.493977,0,0.494551,1
15344,-15737.4,0.487209,0,0.483469,1
38869,-48103.8,1.37E-06,0,0,0
24549,-20350,0.323739,0,0.323906,1
5115,-12056.4,0.323756,0,0.323899,1
51144,-48878.7,1.93E-33,0,0,0
23526,-18840.3,0.29573,0,0.296025,1
10741,-8868.62,0.155358,0,0.155058,0
27106,-29682.8,0.0395851,0,0.0397466,0
38869,-10852.8,1.93E-33,0,0,0
26084,-27224.7,7.55E-10,0,0,0
10229,-17605.5,1,-8661.42,1,1
6138,-3102.91,0.960477,0,0.960253,1
51144,-42152.8,1.93E-33,0,0,0
49610,-46601.4,3.85E-07,0,1.43E-07,0
32221,-25570.5,0.85539,0,0.85493,1
39892,-23354.5,1.93E-33,0,0,0
23526,-24155,0.0753398,0,0.0751289,0
20458,-22980.6,0.461991,0,0.462101,1
21992,-17167.3,0.622312,0,0.621987,0
51144,-20923.6,0.0837114,0,0.0843574,0
17901,-11153.5,0.4619,0,0.462101,1
31198,-31529.8,0.343617,0,0.343263,0
23015,-17309.6,0.912001,0,0.910991,1
30687,-20981.8,0.297248,0,0.297794,1
35289,-24972.1,0.00862333,0,0.00888596,0
51144,-25764.6,0.0404514,0,0.039972,0
42961,-12642.9,0.959549,0,0.960028,1
11252,-9095.94,0.458869,0,0.460382,0
51144,-16392.1,2.10E-32,0,0,0
40915,-41554,0.25847,0,0.258854,0
41427,-40694.6,0.64561,0,0.645732,1
12275,-16903.2,1,-4902.41,1,1
41938,-25713.9,1.26E-25,0,0,0
51144,-56352.5,0.257895,0,0.258036,0
30175,-30322.7,0.420083,0,0.420384,1
48587,-47611.5,6.70E-06,0,0,0
43984,-36507.5,0.743835,0,0.743323,1
42961,-33353.8,0.855241,0,0.854911,0
51144,-42936.4,2.10E-32,0,0,0
49098,-44316.3,0.14448,0,0.144959,1
11252,-5439.78,0.92524,0,0.926034,1
27618,-31795,0.257958,0,0.258036,0
17389,-11389.9,0.22314,0,0.223209,0
39381,-20923.2,2.87E-33,0,0,0
36312,-5265.04,1.93E-33,0,0,0
51144,-23575.2,1.98E-33,0,0,0
18924,-8572.41,0.500139,0,0.499646,1
41427,-32632.3,0.802201,0,0.802561,1
20458,-11060.4,0.959552,0,0.960028,0
51144,-70792.1,0.0602506,0,0.0602407,0
36312,-37584.7,0.269258,0,0.269391,0
46541,-50781.2,6.80E-07,0,0,0
7672,-184.703,1,0,1,1
51144,-36858.9,0.109113,0,0.108914,0
9718,-4176.08,0.313601,0,0.314288,0
46541,-19260.2,1.93E-33,0,0,0
21481,-10952.1,0.288737,0,0.288399,0
9206,-9330.04,0.999724,0,0.999869,1
31709,-23559.1,0.28855,0,0.288399,1
51144,-17995.7,1.13E-31,0,0,0
42961,-16864.2,1.93E-33,0,0,0
11763,-11882.5,0.451144,0,0.451083,1
12275,-9497.38,0.28859,0,0.288399,0
24038,-13613.7,1.36E-29,0,0,0
14321,-12485.7,0.307613,0,0.307476,1
16878,-11357.5,2.50E-31,0,0,0
9206,-6630.99,0.322926,0,0.321502,0
20969,-13489.6,0.0753592,0,0.0751289,0
51144,-52594.2,6.62E-07,0,0,0
25061,-18940.7,0.341576,0,0.342503,0
19946,-23522.5,0.473516,0,0.473788,1
29152,-47978.3,0.61677,0,0.616546,1
47564,-26135.6,1.93E-33,0,0,0
7161,-9743.1,0.300286,0,0.300249,1
51144,-37884.6,0.148396,0,0.148495,0
33755,-28663.6,0.676256,0,0.676094,1
32221,-40879.7,0.305052,0,0.304893,1
49610,-27807.4,1.93E-33,0,0,0
45518,-59276.8,1.78E-05,0,0,0
18412,-18657.8,0.209314,0,0.208421,1
38358,-19508.8,0.0404412,0,0.039972,0
51144,-1.39E-204,1,0,1,1
47564,-38617.7,1.93E-33,0,0,0
18412,-25449.1,0.514641,0,0.512971,0
44495,-25951.4,1.93E-33,0,0,0
20458,-19880.5,0.406084,0,0.406331,1
23015,-30398.1,5.47E-08,0,0,1
51144,-24687.6,7.35E-31,0,0,0
12275,-9780.85,0.311803,0,0.314471,0
47564,-26381.5,0.526413,0,0.525637,0
42961,-28242.8,7.46E-05,0,9.40E-05,0
22504,-4433.06,0.473512,0,0.474269,1
51144,-30262.1,4.93E-31,0,0,0
17389,-23126.8,0.489676,0,0.488842,0
13298,-13755.9,2.72E-05,0,4.97E-05,1
46030,-38344.5,0.0807517,0,0.0804776,0
33755,-44427.6,0.0194322,0,0.0200811,0
45518,-48405.5,0.0260238,0,0.0270264,0
18412,-16692.2,0.186279,0,0.186606,0
12786,-13012,0.81404,0,0.813304,1
51144,-54539.5,0.185835,0,0.186606,0
25572,-35895.7,0.299478,0,0.298488,1
46030,-92069.3,1.17E-05,0,0,0
49610,-57321.3,4.93E-31,0,0,0
7672,-24756.2,1,-3020.78,1,1
51144,-25635.6,4.93E-31,0,0,0
21481,-31446.9,0.430904,0,0.42993,1
22504,-22073.6,0.0908292,0,0.091056,0
49610,-16319.7,4.93E-31,0,0,0
16878,-17374.8,0.157007,0,0.157199,0
25572,-5234.55,0.621578,0,0.620794,1
51144,-50629.5,0.187524,0,0.187622,0
45007,-33353.6,1.19E-07,0,0,0
30175,-29889.5,5.49E-06,0,0,0
9206,-20040.3,1,-1723.31,1,1
25061,-22990.8,1.20E-25,0,0,1
47564,-43670.2,4.97E-12,0,0,0
6649,-27919,1,-15898.6,1,1
51144,-66591.3,8.67E-30,0,0,0
15855,-11763.2,0.509662,0,0.509446,1
15344,-9491.62,0.696103,0,0.69445,1
38869,-33234.5,3.74E-06,0,0,0
24549,-5523.5,0.187524,0,0.187622,0
5115,-8911.95,0.202701,0,0.201904,1
51144,-33120.1,4.93E-31,0,0,0
23526,-20270.9,0.0894608,0,0.0888497,0
10741,-5551.61,0.339301,0,0.339278,1
27106,-24295.5,0.0105394,0,0.0105784,0
38869,-13796.1,4.93E-31,0,0,0
26084,-21570.8,1.87E-19,0,0,1
10229,-16575.8,1,-8443.6,1,1
6138,-4387.17,0.989463,0,0.989422,1
51144,-51771.2,4.93E-31,0,0,0
49610,-37344.8,1.28E-05,0,4.14E-06,0
32221,-33860.9,0.863363,0,0.862913,1
39892,-45279.4,4.93E-31,0,0,0
23526,-24660.4,7.22E-05,0,9.09E-05,0
20458,-24721,0.473559,0,0.474336,1
21992,-18759.5,0.584,0,0.582668,1
51144,-22604.8,0.179661,0,0.180143,0
17901,-20610.1,0.479853,0,0.480264,0
31198,-32947.8,0.341197,0,0.340453,0
23015,-18731.1,0.864623,0,0.864952,1
30687,-27343.6,0.178778,0,0.179283,1
35289,-32043.2,8.40E-05,0,9.09E-05,0
51144,-29632.4,0.0113206,0,0.0115998,0
42961,-9442.22,0.988679,0,0.9884,1
11252,-11062.4,0.726067,0,0.724016,1
51144,-20721.1,1.16E-29,0,0,0
40915,-43755.9,0.239889,0,0.239034,0
41427,-39437.4,0.746017,0,0.745351,1
12275,-9683.45,1,-3511.57,1,1
41938,-20544.9,8.46E-31,0,0,0
51144,-60741.2,0.314092,0,0.31431,1
30175,-33464.1,0.25623,0,0.25794,0
48587,-76239.9,4.18E-07,0,0,0
43984,-32438.2,0.733413,0,0.732917,1
42961,-51320.9,0.820976,0,0.819337,1
51144,-29289.5,1.07E-29,0,0,0
49098,-51524.8,0.0646988,0,0.0667072,0
11252,-4963.05,0.891519,0,0.891078,1
27618,-29341.1,0.314246,0,0.314725,1
17389,-15811.4,0.21636,0,0.216735,0
39381,-19693.2,4.93E-31,0,0,0
36312,-2725.93,4.93E-31,0,0,0
51144,-32467.7,9.89E-31,0,0,0
18924,-23826.1,0.392526,0,0.392405,0
41427,-43130.5,0.671213,0,0.671232,1
20458,-23512.1,0.98868,0,0.9884,1
51144,-67595.2,0.156997,0,0.157199,0
36312,-34925.4,0.69605,0,0.69445,1
46541,-40338.3,0.146953,0,0.148351,0
7672,-13087.9,1,-299.835,1,1
51144,-47724.1,0.157014,0,0.157199,0
9718,-6273.1,0.261854,0,0.26261,1
46541,-19516,4.93E-31,0,0,0
21481,-12020.7,0.334117,0,0.332948,1
9206,-8946.8,0.885705,0,0.886044,1
31709,-28733.4,0.247014,0,0.247243,0
51144,-31485,9.50E-30,0,0,0
42961,-19123.5,4.93E-31,0,0,0
11763,-10185.4,0.428799,0,0.428127,1
12275,-13795.4,0.186191,0,0.186515,1
24038,-20596.4,3.00E-09,0,0,1
14321,-14861.2,0.48377,0,0.484363,0
16878,-13322.5,4.93E-31,0,0,0
9206,-7411.65,0.398979,0,0.394962,0
20969,-16858.9,8.79E-05,0,9.09E-05,0
51144,-51296.8,0.00804455,0,0.00851279,0
25061,-12762.7,0.26658,0,0.267083,1
19946,-18522.9,0.695199,0,0.694019,1
29152,-25705.4,0.74491,0,0.74386,1
47564,-18826.6,4.93E-31,0,0,0
7161,-2873.83,0.47493,0,0.473987,1
51144,-40942.8,0.185876,0,0.186606,0
33755,-14584.2,0.812476,0,0.812378,1
32221,-22429.8,0.186279,0,0.186606,0
49610,-13173.8,4.93E-31,0,0,0
45518,-39029.5,8.00E-06,0,0,0
18412,-15001.9,0.248225,0,0.247569,0
38358,-9649.18,0.0112369,0,0.0114408,0
51144,-2.65E-59,1,0,1,1
47564,-30869,4.93E-31,0,0,0
18412,-24030.3,0.479763,0,0.480143,0
44495,-29184.6,4.93E-31,0,0,0
20458,-27297.2,0.398832,0,0.39858,1
23015,-16259.3,3.37E-05,0,0,0
51144,-48136.4,1.56E-25,0,0,0
12275,-13350.4,0.416494,0,0.414708,0
47564,-27482.4,0.481734,0,0.482241,0
42961,-28445.5,1.27E-05,0,1.55E-05,0
22504,-7272.23,0.518253,0,0.517744,1
51144,-31604.9,1.84E-32,0,0,0
17389,-19164.9,0.365881,0,0.367107,1
13298,-12736,3.50E-05,0,0,0
46030,-42002.3,0.04706,0,0.0474132,0
33755,-31380.9,0.0304742,0,0.029914,0
45518,-40369.8,0.0546431,0,0.0543286,0
18412,-8934.92,0.179061,0,0.179807,0
12786,-9900.4,0.797077,0,0.797073,1
